"X" "Y"
"1" -69.2777559364157 45.9592411273742
"2" -83.0936450421024 43.4799297905336
"3" -91.8150937672632 33.0059664917161
"4" -80.3579277583443 37.8934434344148
"5" -83.6530817054742 35.252257236055
"6" -90.2159536211063 39.944633986612
"7" -90.1731123978303 45.2231685370528
"8" -84.7567889769002 31.0964201344191
"9" -90.1829434012622 32.8609427437695
"10" -84.4190390405206 45.0010449730269
"11" -66.4248619794618 45.2599945822063
"12" -85.2704404947346 35.7432847065523
"13" -77.0928357953922 42.7519534487493
"14" -88.7170310380367 39.4123509334948
"15" -86.0779373021112 35.7824787710167
"16" -80.6065560002356 37.6271149164762
"17" -71.2739089931169 45.7208483472559
"18" -88.388034602267 43.1763211832536
"19" -82.3240893644353 33.7354723773873
"20" -69.5158605375942 44.6560880310979
"21" -84.1091962859503 34.7890080549437
"22" -85.256855953638 43.6963914526255
"23" -79.5126946516449 41.9487756594565
"24" -90.7235926476714 42.7595975273323
"25" -89.4897554592881 38.5529189971867
"26" -75.6335504427498 42.8015637484058
"27" -83.4444059815768 33.7944968811015
"28" -91.5270412266466 35.006512859374
"29" -76.9883949349164 34.9103860786195
"30" -75.6683553815735 38.167855086259
"31" -87.0215702022218 36.9731484062984
"32" -87.5584120241217 37.6569387291283
"33" -78.580643300575 36.2567603312974
"34" -76.2121413307569 41.8427634473952
"35" -75.5678358358284 43.9075757917807
"36" -81.5277343827683 33.7085539522866
"37" -78.7926974259385 35.7416118510213
"38" -78.6055220885524 43.2207252857615
"39" -93.4181165491589 45.2663982318305
"40" -73.4738110636735 41.632930522502
"41" -83.2027969953042 31.2883853568862
"42" -88.9098973836909 38.1346734510217
"43" -86.1996115326017 36.2135423336884
"44" -82.1250379078845 38.0839111258232
"45" -84.9560537945177 33.7684464500925
"46" -70.7522144586069 45.3615881280434
"47" -72.6929199930125 42.5663076082998
"48" -82.7524223372112 34.3573821523899
"49" -89.0184853900232 37.3607486510214
"50" -78.6896543774324 44.4672018155131
"51" -82.6301537381507 36.722579622315
"52" -87.0188907365452 36.7299923158903
"53" -83.5717418581311 39.2550406881221
"54" -94.7973283707117 35.070828765668
"55" -77.913657223011 39.6572048360076
"56" -85.0051967758585 40.5583645615625
"57" -80.6544412610206 34.9908796981585
"58" -87.9315577038543 43.6376930781923
"59" -84.548736968396 37.9849515677084
"60" -83.7902360055591 42.2809124380918
"61" -89.7714740022342 39.3566245086034
